	1:-2.609434e-001	2:-3.342430e-001	3:-2.573891e-001	4:-2.727723e-001	5:-1.883946e-001	6:-2.785124e-001	7:5.240506e-001	8:2.252217e-001	9:7.499347e-001	10:6.153417e-001	11:-6.320573e-002	12:-1.733763e-001
	1:-3.330467e-001	2:-2.855708e-001	3:-2.589743e-001	4:-3.154455e-001	5:-2.322725e-001	6:-4.446118e-001	7:3.596353e-001	8:8.641516e-002	9:6.936459e-001	10:7.417309e-001	11:-1.460163e-002	12:-1.844044e-001
	1:-2.849778e-001	2:-2.490667e-001	3:-2.748255e-001	4:-1.338209e-001	5:-9.718547e-002	6:-1.150354e-001	7:6.840164e-001	8:1.591437e-001	9:7.800577e-001	10:6.865939e-001	11:2.209822e-002	12:-1.882256e-001
	1:-2.489262e-001	2:-1.273863e-001	3:-2.938470e-001	4:-4.036471e-001	5:-2.761490e-001	6:-3.541391e-001	7:2.396798e-001	8:1.189793e-001	9:7.771972e-001	10:8.996062e-001	11:6.832055e-002	12:-1.145406e-001
	1:-1.287540e-001	2:-6.654611e-002	3:-3.065280e-001	4:-3.871009e-001	5:-2.730245e-001	6:-1.448855e-001	7:5.384937e-001	8:1.536062e-001	9:7.261900e-001	10:7.093787e-001	11:3.572503e-003	12:-1.404099e-001
	1:-6.866785e-002	2:-9.088219e-002	3:-2.986024e-001	4:-2.567085e-001	5:-3.116840e-001	6:-4.689451e-002	7:7.172927e-001	8:2.387441e-001	9:7.327745e-001	10:7.299276e-001	11:-7.817259e-003	12:-2.192458e-001
	1:-9.270229e-002	2:-2.612347e-001	3:-2.875065e-001	4:-2.665803e-001	5:-2.149433e-001	6:-1.046307e-001	7:5.948306e-001	8:1.617880e-001	9:7.294390e-001	10:7.130318e-001	11:4.865872e-002	12:-5.402067e-002
	1:-2.609434e-001	2:-3.829151e-001	3:-2.700701e-001	4:-4.814089e-001	5:-3.480985e-001	6:-1.529610e-001	7:6.330626e-001	8:1.879579e-001	9:7.906375e-001	10:7.239452e-001	11:7.093856e-002	12:-7.317201e-002
	1:-3.811156e-001	2:-2.734028e-001	3:-2.510486e-001	4:-3.907232e-001	5:-1.802268e-001	6:-2.281060e-001	7:4.248381e-001	8:1.947866e-001	9:8.683972e-001	10:7.166049e-001	11:-1.943038e-002	12:-1.324343e-001
	1:-2.729606e-001	2:-2.003945e-001	3:-2.542189e-001	4:-3.515956e-001	5:-2.065724e-001	6:-8.386791e-002	7:4.220238e-001	8:8.843425e-002	9:7.167525e-001	10:7.604721e-001	11:7.638653e-002	12:-9.247600e-002
	1:-2.008573e-001	2:-2.490667e-001	3:-2.700701e-001	4:-3.640539e-001	5:-2.463409e-001	6:-7.719929e-003	7:4.627104e-001	8:2.733250e-002	9:6.248559e-001	10:6.529104e-001	11:-3.428346e-002	12:-2.381299e-001
	1:-2.489262e-001	2:-1.517224e-001	3:-5.744142e-001	4:-3.576632e-001	5:-3.070941e-001	6:1.861370e-002	7:5.799766e-001	8:7.970352e-002	9:8.306800e-001	10:1.006061e+000	11:2.289557e-001	12:-1.722651e-002
	1:-1.527884e-001	2:-1.030502e-001	3:-6.964688e-001	4:-1.609675e-001	5:-1.789284e-001	6:-6.077253e-002	7:3.237636e-001	8:2.560009e-002	9:7.302223e-001	10:8.341143e-001	11:9.634751e-002	12:-1.341285e-001
	1:-1.047195e-001	2:-1.517224e-001	3:-6.917135e-001	4:-1.159644e-001	5:3.330725e-002	6:-4.588908e-002	7:5.721136e-001	8:4.929946e-002	9:7.980798e-001	10:8.752766e-001	11:1.660878e-001	12:-6.782663e-002
	1:-1.527884e-001	2:-1.882265e-001	3:-8.708326e-001	4:-2.721883e-001	5:-2.078368e-001	6:-1.119753e-001	7:4.989929e-001	8:1.660808e-001	9:7.347475e-001	10:5.667358e-001	11:-2.281640e-002	12:-1.151577e-001
	1:-1.888401e-001	2:-2.427146e+000	3:-1.108601e+000	4:-3.803177e-001	5:-3.828711e-001	6:-3.718929e-001	7:4.687451e-001	8:9.679693e-002	9:6.512114e-001	10:6.534774e-001	11:-1.649205e-001	12:-4.514850e-001
	1:-2.400009e+000	2:-1.198174e+000	3:-1.113357e+000	4:-1.892475e+000	5:-1.253873e+000	6:-1.001667e+000	7:-1.287440e+000	8:-1.546367e+000	9:-5.117362e-001	10:5.830295e-001	11:8.594461e-001	12:1.060551e+000
	1:-1.186269e+000	2:-3.464110e-001	3:-1.111772e+000	4:-6.507696e-001	5:-5.222001e-001	6:-5.169812e-001	7:3.007070e-001	8:-6.817275e-002	9:3.607275e-001	10:4.162689e-001	11:-2.719938e-001	12:-4.417893e-001
	1:-3.450640e-001	2:-1.648391e+000	3:-1.103846e+000	4:2.819908e-001	5:-4.439979e-002	6:-3.209059e-001	7:2.757858e-001	8:1.757637e-001	9:8.962011e-001	10:8.594689e-001	11:2.616346e-001	12:7.588282e-002
	1:-1.630907e+000	2:-2.025601e+000	3:-1.095920e+000	4:3.837055e-001	5:-5.587122e-002	6:-3.703437e-001	7:-1.066767e+000	8:-1.468663e+000	9:-5.680509e-001	10:2.720053e-001	11:3.770780e-001	12:4.892686e-001
	1:-2.003441e+000	2:-2.855708e-001	3:-1.099091e+000	4:-1.823210e-001	5:-2.101938e-001	6:-1.630484e-001	7:5.562956e-001	8:1.468372e-001	9:8.443084e-001	10:7.741482e-001	11:9.864119e-002	12:-1.120038e-002
	1:-2.849778e-001	2:-1.395543e-001	3:-8.232789e-001	4:-2.879541e-001	5:-2.504035e-001	6:-4.446346e-002	7:5.036787e-001	8:1.303220e-001	9:6.198843e-001	10:6.538145e-001	11:1.405873e-002	12:-1.881560e-001
	1:-1.407712e-001	2:-4.221003e-002	3:-7.123201e-001	4:-5.662963e-001	5:-3.563543e-001	6:-2.127244e-001	7:3.822069e-001	8:2.091187e-001	9:1.016658e+000	10:1.170143e+000	11:2.817571e-001	12:-1.251420e-001
	1:-4.463340e-002	2:-9.088219e-002	3:-6.996391e-001	4:-2.235041e-001	5:-2.752393e-001	6:-3.908813e-002	7:6.427935e-001	8:1.883806e-001	9:8.468893e-001	10:7.933709e-001	11:6.284835e-002	12:-1.858765e-001
	1:-9.270229e-002	2:-2.125626e-001	3:-5.125943e-001	4:-1.830321e-001	5:-1.443571e-001	6:-7.634625e-002	7:4.258183e-001	8:1.687628e-001	9:7.228222e-001	10:7.199182e-001	11:5.841388e-002	12:-1.817566e-001
	1:-2.128745e-001	2:-3.099069e-001	3:-2.732404e-001	4:-1.186705e-002	5:-1.144015e-001	6:-1.215989e-001	7:5.575966e-001	8:1.970261e-001	9:8.905739e-001	10:7.204273e-001	11:2.701949e-002	12:-1.228367e-001
	1:-3.090123e-001	2:-3.464110e-001	3:-2.558040e-001	4:-2.053561e-001	5:-2.296731e-001	6:-1.127421e-001	7:5.526132e-001	8:1.390858e-001	9:5.656459e-001	10:6.071049e-001	11:1.104151e-002	12:-8.778350e-002
	1:-3.450640e-001	2:-2.490667e-001	3:-2.510486e-001	4:-7.948488e-001	5:-4.889980e-001	6:-3.371195e-001	7:5.565549e-001	8:2.193792e-001	9:6.500960e-001	10:5.362435e-001	11:-9.149389e-002	12:-2.551209e-001
	1:-2.489262e-001	2:-2.125626e-001	3:-2.462933e-001	4:1.321493e-001	5:-2.858243e-002	6:-1.205524e-001	7:5.277789e-001	8:2.125282e-001	9:7.562444e-001	10:6.411668e-001	11:4.202842e-002	12:-1.183470e-001
	1:-2.128745e-001	2:-1.882265e-001	3:-2.637296e-001	4:-2.548928e-001	5:-2.408515e-001	6:-2.642355e-001	7:4.418781e-001	8:8.476229e-002	9:6.383373e-001	10:6.859228e-001	11:2.462794e-002	12:-1.414420e-001
	1:-1.888401e-001	2:-1.517224e-001	3:-2.843363e-001	4:-2.940162e-001	5:-2.911776e-001	6:-1.935413e-001	7:4.390092e-001	8:1.865972e-001	9:8.128111e-001	10:7.951266e-001	11:2.412490e-002	12:-2.263422e-001
	1:-1.527884e-001	2:-1.030502e-001	3:-2.875065e-001	4:-1.943716e-001	5:-1.864919e-001	6:-4.883433e-002	7:6.893408e-001	8:2.439518e-001	9:8.953424e-001	10:8.122962e-001	11:3.915454e-002	12:-2.258101e-001
	1:-1.047195e-001	2:-5.705906e-003	3:-2.700701e-001	4:2.923425e-002	5:-1.527938e-001	6:-1.210138e-001	7:5.216088e-001	8:2.481653e-001	9:1.036402e+000	10:9.097403e-001	11:1.548290e-001	12:-1.103474e-001
	1:-8.581738e-003	2:-2.247306e-001	3:-2.589743e-001	4:-8.767686e-002	5:-1.757523e-001	6:-1.594883e-001	7:4.806524e-001	8:1.748562e-001	9:8.173384e-001	10:7.781908e-001	11:1.394790e-001	12:9.625777e-003
	1:-2.248917e-001	2:-3.707471e-001	3:-2.367825e-001	4:-3.518718e-001	5:-2.290712e-001	6:-9.272638e-002	7:7.150319e-001	8:2.409922e-001	9:8.692447e-001	10:7.667790e-001	11:2.793353e-002	12:-1.156613e-001
	1:-3.690984e-001	2:-3.342430e-001	3:-2.272718e-001	4:-3.903116e-001	5:-2.715461e-001	6:-2.892077e-001	7:5.021911e-001	8:1.826574e-001	9:6.881166e-001	10:5.309988e-001	11:-1.089941e-001	12:-1.907016e-001
	1:-3.330467e-001	2:-2.125626e-001	3:-3.921248e-001	4:-3.356983e-001	5:-3.141061e-001	6:-3.338492e-001	7:4.871082e-001	8:2.236275e-001	9:6.738364e-001	10:5.701102e-001	11:-1.791369e-001	12:-3.040430e-001
	1:-2.128745e-001	2:-1.638904e-001	3:-2.494635e-001	4:-4.056046e-001	5:-2.349482e-001	6:-4.035951e-001	7:2.309363e-001	8:1.669783e-001	9:6.956918e-001	10:5.941196e-001	11:-1.506228e-001	12:-2.572465e-001
	1:-1.648056e-001	2:-4.221003e-002	3:-2.716553e-001	4:-3.260252e-001	5:-4.104745e-001	6:-3.637532e-001	7:3.767032e-001	8:1.240809e-001	9:8.866174e-001	10:8.253307e-001	11:-1.479567e-002	12:-2.351012e-001
	1:-4.463340e-002	2:-1.152183e-001	3:-2.795809e-001	4:8.935764e-002	5:2.623135e-002	6:-4.246878e-002	7:6.315605e-001	8:1.903472e-001	9:9.805804e-001	10:1.142177e+000	11:3.714451e-001	12:6.327240e-002
	1:-1.167367e-001	2:-1.417199e+000	3:-2.748255e-001	4:-3.287062e-002	5:-1.194561e-001	6:-6.183037e-002	7:6.224060e-001	8:8.382085e-002	9:8.257470e-001	10:8.162235e-001	11:1.234065e-001	12:3.396460e-003
	1:-1.402579e+000	2:9.920734e-001	3:-2.716553e-001	4:1.439211e+000	5:1.071946e+000	6:1.911843e+000	7:1.433044e+000	8:9.275281e-001	9:9.050061e-001	10:-1.363757e-001	11:-6.497924e-001	12:-6.677864e-001
	1:9.768305e-001	2:-1.760585e-001	3:-2.637296e-001	4:9.642174e-002	5:-6.726876e-002	6:-1.215339e-001	7:5.578915e-001	8:2.461923e-001	9:8.748489e-001	10:8.362426e-001	11:1.392462e-001	12:-9.257079e-002
	1:-1.768228e-001	2:-2.855708e-001	3:-2.653148e-001	4:-4.210242e-001	5:-1.993891e-001	6:-1.574983e-001	7:5.499515e-001	8:1.947739e-001	9:9.972616e-001	10:9.235342e-001	11:1.666415e-001	12:-7.249220e-002
	1:-2.849778e-001	2:-3.342430e-001	3:-2.748255e-001	4:-1.953404e-001	5:-1.669733e-001	6:-2.186964e-001	7:5.296140e-001	8:1.188716e-001	9:7.375661e-001	10:6.013273e-001	11:-9.157948e-002	12:-2.179154e-001
	1:-3.330467e-001	2:-3.099069e-001	3:-2.764106e-001	4:-2.792419e-001	5:-2.788487e-001	6:-3.209330e-001	7:4.896566e-001	8:1.297877e-001	9:5.041403e-001	10:5.107681e-001	11:-5.723959e-002	12:-1.265954e-001
	1:-3.090123e-001	2:-1.517224e-001	3:-1.305791e-001	4:-1.969180e-001	5:-2.883857e-001	6:-2.728620e-001	7:3.965026e-001	8:7.030500e-002	9:6.167828e-001	10:6.555849e-001	11:6.466564e-002	12:-3.462046e-002
	1:-1.527884e-001	2:-1.760585e-001	3:-3.128685e-001	4:-4.792364e-001	5:-3.047431e-001	6:-1.519532e-001	7:5.189444e-001	8:1.417845e-001	9:7.115565e-001	10:7.042301e-001	11:1.189026e-002	12:-2.505854e-001
	1:-1.768228e-001	2:-1.152183e-001	3:-3.239644e-001	4:-4.058597e-001	5:-2.924955e-001	6:-2.278212e-001	7:5.145937e-001	8:1.619040e-001	9:8.639477e-001	10:8.275304e-001	11:2.342591e-002	12:-1.910380e-001
	1:-1.167367e-001	2:-1.273863e-001	3:-3.192090e-001	4:-5.176175e-001	5:-3.886614e-001	6:-2.683142e-001	7:5.104211e-001	8:1.499755e-001	9:8.170554e-001	10:8.273938e-001	11:3.059516e-002	12:-2.000697e-001
	1:-1.287540e-001	2:-2.977389e-001	3:-3.049429e-001	4:-1.477657e-001	5:-1.408363e-001	6:-2.437949e-001	7:4.476813e-001	8:2.285981e-001	9:9.445012e-001	10:9.526111e-001	11:1.167642e-001	12:-1.092920e-001
	1:-2.969951e-001	2:-4.072512e-001	3:-2.970173e-001	4:-4.087748e-001	5:-4.857950e-001	6:-5.453182e-001	7:1.983127e-002	8:5.220369e-002	9:6.417428e-001	10:8.127082e-001	11:3.039899e-002	12:-1.692961e-001
	1:-4.051501e-001	2:-2.612347e-001	3:-2.970173e-001	4:-4.351352e-001	5:-3.098936e-001	6:-3.896769e-001	7:2.830223e-001	8:1.557887e-001	9:7.783868e-001	10:6.754575e-001	11:7.931446e-002	12:-8.254668e-002
	1:-2.609434e-001	2:-2.490667e-001	3:-2.954321e-001	4:-7.127995e-002	5:-1.195740e-001	6:-1.527564e-001	7:3.758159e-001	8:1.699306e-001	9:8.233360e-001	10:8.403119e-001	11:1.082970e-001	12:-1.510005e-001
	1:-2.489262e-001	2:-2.247306e-001	3:-3.144536e-001	4:-2.559110e-001	5:-2.657221e-001	6:-2.407165e-001	7:5.315008e-001	8:2.500429e-001	9:8.335851e-001	10:7.086888e-001	11:-5.831980e-002	12:-2.470742e-001
	1:-2.248917e-001	2:-2.490667e-001	3:-3.334752e-001	4:2.285166e-001	5:3.851138e-002	6:-4.944587e-002	7:6.242711e-001	8:7.291817e-002	9:7.946906e-001	10:8.335852e-001	11:1.462851e-001	12:5.378899e-004
	1:-2.489262e-001	2:-1.517224e-001	3:-3.429859e-001	4:-3.916278e-001	5:-2.371242e-001	6:-2.515514e-001	7:4.838710e-001	8:2.101733e-001	9:9.327634e-001	10:8.842239e-001	11:9.007213e-002	12:-1.527890e-001
	1:-1.527884e-001	2:-1.638904e-001	3:-3.366454e-001	4:-1.032749e-001	5:-2.382235e-001	6:-1.360591e-001	7:5.961342e-001	8:2.733704e-001	9:8.512750e-001	10:7.479152e-001	11:7.198884e-002	12:-1.643295e-001
	1:-1.648056e-001	2:-2.612347e-001	3:-3.445710e-001	4:6.232024e-002	5:-5.084098e-002	6:-1.165843e-001	7:6.026921e-001	8:1.953844e-001	9:7.387018e-001	10:6.885511e-001	11:1.599660e-001	12:5.927698e-002
	1:-2.609434e-001	2:-2.734028e-001	3:-3.239644e-001	4:-2.611048e-001	5:-4.262662e-001	6:-2.409655e-001	7:4.666461e-001	8:1.586892e-001	9:7.769615e-001	10:7.668943e-001	11:1.050994e-001	12:4.438355e-002
	1:-2.729606e-001	2:-3.707471e-001	3:-3.128685e-001	4:-4.349854e-001	5:-6.084903e-001	6:-5.884696e-001	7:8.291718e-002	8:9.438926e-002	9:5.947456e-001	10:5.831680e-001	11:-1.104657e-001	12:-3.399106e-001
	1:-3.690984e-001	2:-3.585791e-001	3:-3.001875e-001	4:-5.701959e-001	5:-2.930575e-001	6:-2.847417e-001	7:3.799471e-001	8:4.422442e-002	9:5.678245e-001	10:4.791091e-001	11:-2.015332e-001	12:-2.068942e-001
	1:-3.570812e-001	2:-3.220749e-001	3:-3.207941e-001	4:-3.807028e-001	5:8.811120e-002	6:-1.936008e-001	7:5.224768e-001	8:1.756489e-001	9:5.868817e-001	10:5.374984e-001	11:-1.311146e-001	12:-2.813737e-001
	1:-3.210295e-001	2:-9.088219e-002	3:-3.477413e-001	4:-4.483395e-001	5:-3.818841e-001	6:-3.419494e-001	7:5.170281e-001	8:1.889263e-001	9:6.757112e-001	10:7.969096e-001	11:-7.322043e-003	12:-2.609504e-001
	1:-9.270229e-002	2:-1.395543e-001	3:-3.683479e-001	4:4.897392e-002	5:-8.399134e-003	6:-6.303878e-002	7:5.457783e-001	8:8.956529e-002	9:6.748084e-001	10:7.210000e-001	11:3.474784e-002	12:-1.902559e-001
	1:-1.407712e-001	2:-1.517224e-001	3:-3.715182e-001	4:-6.808908e-001	5:-4.227214e-001	6:-2.244383e-001	7:4.975599e-001	8:1.344438e-001	9:6.700015e-001	10:5.920196e-001	11:-2.961392e-002	12:-2.731502e-001
	1:-1.527884e-001	2:-3.099069e-001	3:-3.588372e-001	4:-7.589430e-001	5:-6.045543e-001	6:-5.251527e-001	7:4.205227e-001	8:1.721217e-001	9:7.003465e-001	10:5.994162e-001	11:-3.284924e-002	12:-1.839925e-001
	1:-3.090123e-001	2:-3.707471e-001	3:-3.556669e-001	4:-2.708690e-001	5:-1.791506e-001	6:-4.404933e-001	7:2.874482e-001	8:1.648489e-001	9:7.999982e-001	10:7.873794e-001	11:2.400488e-002	12:-1.805712e-001
	1:-3.690984e-001	2:-4.194193e-001	3:-3.414008e-001	4:-1.219972e-001	5:-1.896767e-001	6:-3.508347e-001	7:3.333976e-001	8:1.819371e-001	9:9.016743e-001	10:1.007702e+000	11:1.408731e-001	12:-1.069822e-001
	1:-4.171673e-001	2:-2.977389e-001	3:-3.493264e-001	4:-1.466554e-001	5:-1.899501e-001	6:-3.086113e-001	7:4.008446e-001	8:1.924035e-001	9:7.298162e-001	10:7.441246e-001	11:5.827184e-002	12:-5.974198e-002
	1:-2.969951e-001	2:-2.734028e-001	3:-3.429859e-001	4:-5.019207e-001	5:-3.101311e-001	6:-3.456418e-001	7:3.539720e-001	8:2.737585e-002	9:6.044502e-001	10:6.518063e-001	11:-4.976550e-002	12:-1.817087e-001
	1:-2.729606e-001	2:-3.342430e-001	3:-5.157646e-001	4:-3.904356e-001	5:-3.954216e-001	6:-3.798488e-001	7:3.488092e-001	8:1.177589e-001	9:6.590588e-001	10:6.067856e-001	11:-8.802005e-002	12:-2.499056e-001
	1:-3.330467e-001	2:-2.125626e-001	3:-3.762735e-001	4:-3.217299e-001	5:-2.261907e-001	6:-2.746572e-001	7:4.935586e-001	8:1.454759e-001	9:7.796339e-001	10:8.939035e-001	11:9.162297e-002	12:-1.721288e-001
	1:-2.128745e-001	2:-1.517224e-001	3:-3.778587e-001	4:-3.603712e-001	5:-2.834065e-001	6:-2.344977e-001	7:4.295281e-001	8:1.691307e-001	9:7.574511e-001	10:7.260941e-001	11:2.994794e-003	12:-2.074595e-001
	1:-1.527884e-001	2:-9.088219e-002	3:-3.699330e-001	4:-9.696151e-002	5:-2.156435e-001	6:-1.831084e-001	7:5.018123e-001	8:1.721674e-001	9:7.725958e-001	10:7.695350e-001	11:6.727066e-002	12:-2.093757e-001
	1:-9.270229e-002	2:-1.478039e+000	3:-3.731033e-001	4:-3.093021e-001	5:-3.551055e-001	6:-2.658296e-001	7:3.586568e-001	8:1.594603e-001	9:8.007262e-001	10:8.335192e-001	11:5.790455e-002	12:-2.322821e-001
	1:-1.462666e+000	2:7.608806e-001	3:-3.588372e-001	4:1.647061e+000	5:1.144082e+000	6:1.841101e+000	7:1.471183e+000	8:9.632189e-001	9:8.236349e-001	10:-2.591705e-001	11:-5.052576e-001	12:-5.505932e-001
	1:7.485032e-001	2:-3.829151e-001	3:-3.350603e-001	4:-1.269834e-001	5:-1.605012e-001	6:-2.525102e-001	7:3.744741e-001	8:1.800646e-001	9:6.170927e-001	10:5.831021e-001	11:-8.991704e-002	12:-2.408013e-001
	1:-3.811156e-001	2:-3.585791e-001	3:-3.271347e-001	4:-5.781395e-002	5:-1.608510e-001	6:-1.730411e-001	7:4.968228e-001	8:8.731184e-002	9:5.531818e-001	10:5.550171e-001	11:-2.247596e-002	12:-5.447900e-002
	1:-3.570812e-001	2:-3.220749e-001	3:-3.445710e-001	4:-2.860677e-001	5:-3.144815e-001	6:-2.565024e-001	7:3.724291e-001	8:1.306062e-001	9:6.283536e-001	10:6.522402e-001	11:-4.301460e-002	12:-2.114153e-001
	1:-3.210295e-001	2:-1.638904e-001	3:-3.715182e-001	4:-2.543783e-001	5:-2.062611e-001	6:-1.674188e-001	7:3.326171e-001	8:1.749702e-001	9:9.255998e-001	10:1.009202e+000	11:2.819960e-001	12:-1.503387e-001
	1:-1.648056e-001	2:-1.517224e-001	3:-2.161759e-001	4:-1.049110e-001	5:-2.107598e-001	6:8.360297e-003	7:5.594010e-001	8:1.623638e-001	9:7.331313e-001	10:7.449597e-001	11:8.956824e-002	12:-1.105622e-001
	1:-1.527884e-001	2:-1.517224e-001	3:-3.572520e-001	4:-4.419184e-001	5:-3.556056e-001	6:-3.257166e-001	7:4.007391e-001	8:2.163857e-001	9:8.873833e-001	10:7.792026e-001	11:-1.579550e-002	12:-2.457284e-001
	1:-1.527884e-001	2:-2.855708e-001	3:-3.556669e-001	4:-2.898112e-001	5:-1.939769e-001	6:-1.610907e-001	7:6.586067e-001	8:2.556083e-001	9:7.661124e-001	10:6.168612e-001	11:-4.513309e-002	12:-2.315765e-001
	1:-2.849778e-001	2:-2.977389e-001	3:-3.429859e-001	4:-2.545432e-001	5:-2.819293e-001	6:-3.483194e-001	7:3.929788e-001	8:1.846797e-001	9:7.627439e-001	10:7.514834e-001	11:-3.569252e-002	12:-2.198543e-001
	1:-2.969951e-001	2:-2.855708e-001	3:-3.176239e-001	4:-3.164814e-001	5:-2.419456e-001	6:-2.332970e-001	7:4.515500e-001	8:1.922226e-001	9:7.539162e-001	10:7.613656e-001	11:1.213793e-002	12:-2.278841e-001
	1:-2.849778e-001	2:-3.220749e-001	3:-3.096983e-001	4:-2.219662e-001	5:-2.387660e-001	6:-3.307440e-001	7:4.333418e-001	8:2.161371e-001	9:7.788177e-001	10:6.423941e-001	11:-7.038084e-002	12:-2.474822e-001
	1:-3.210295e-001	2:-3.707471e-001	3:-3.081131e-001	4:1.725367e-002	5:-1.194773e-001	6:-8.672524e-002	7:5.909944e-001	8:2.103370e-001	9:7.504649e-001	10:6.682070e-001	11:-1.087183e-002	12:-1.102319e-001
	1:-3.690984e-001	2:-2.612347e-001	3:-3.223793e-001	4:1.506344e-002	5:-1.033523e-001	6:-9.687076e-002	7:6.060639e-001	8:1.239488e-001	9:6.125107e-001	10:5.211193e-001	11:-1.382544e-001	12:-2.597910e-001
	1:-2.609434e-001	2:-1.273863e-001	3:-3.271347e-001	4:-7.967548e-002	5:-1.663185e-001	6:-1.839955e-001	7:5.298810e-001	8:2.402723e-001	9:9.403196e-001	10:8.919211e-001	11:3.257430e-002	12:-2.617363e-001
	1:-1.287540e-001	2:-1.030502e-001	3:-3.398157e-001	4:-1.827951e-001	5:-2.228637e-001	6:-3.381964e-001	7:3.295031e-001	8:1.649728e-001	9:9.018466e-001	10:7.668962e-001	11:1.318114e-001	12:-1.800679e-002
	1:-1.047195e-001	2:-1.395543e-001	3:-3.334752e-001	4:-3.087918e-001	5:-2.551938e-001	6:-2.653578e-001	7:4.406883e-001	8:2.160012e-001	9:9.046371e-001	10:7.528351e-001	11:-7.253816e-002	12:-2.691687e-001
	1:-1.407712e-001	2:-2.612347e-001	3:-3.207941e-001	4:-6.714936e-001	5:-3.190557e-001	6:-9.491133e-002	7:7.139307e-001	8:2.430166e-001	9:8.994555e-001	10:8.657146e-001	11:-1.492840e-002	12:-2.554144e-001
	1:-2.609434e-001	2:-3.220749e-001	3:-2.906768e-001	4:-1.644243e-001	5:-1.688055e-001	6:-1.927755e-001	7:5.406750e-001	8:2.658450e-001	9:8.592439e-001	10:6.611010e-001	11:-7.311020e-002	12:-3.133120e-001
	1:-3.210295e-001	2:-3.950832e-001	3:-2.764106e-001	4:-1.723896e-001	5:-2.010773e-001	6:-3.268178e-001	7:3.132630e-001	8:1.924329e-001	9:7.133173e-001	10:6.131225e-001	11:-4.291713e-002	12:-1.806095e-001
